4.43641038, 3.81684001, 3.40157561, 3.26941646, 3.45302327, 3.90814199, 4.55408567, 5.32181708, 6.16601137, 7.05928989, 7.98519691, 9.17911352, 10.49757505, 11.82567607, 13.15993824, 14.49690026, 15.83267979, 17.16219913, 18.47748028, 19.76288621, 20.97796889, 22.00266530, 22.66411314, 22.92780986, 22.84957503, 23.37806394, 24.33377245, 25.30352274, 26.28369369, 27.27179087, 28.26604171, 29.26516045, 30.26819208, 31.27441129, 32.28326499, 33.29431027
5.23709144, 4.72373341, 4.39500925, 4.29353859, 4.43494750, 4.79780819, 5.33714211, 6.00559129, 6.76498972, 7.58808035, 8.63956148, 9.91331332, 11.20603931, 12.51400239, 13.83382395, 15.16240685, 16.49676140, 17.83372506, 19.16946363, 20.49836754, 21.80975169, 23.07108460, 24.04896315, 24.41236289, 24.31597255, 23.89589239, 24.73985116, 25.67312911, 26.62183903, 27.58393521, 28.55482387, 29.53410557, 30.51976375, 31.51065838, 32.50590069, 33.50478712
6.10501983, 5.67078458, 5.40002284, 5.31776401, 5.43257763, 5.73263498, 6.19106019, 6.77578535, 7.45715940, 8.24878757, 9.46160230, 10.70002463, 11.96119109, 13.24185513, 14.53883521, 15.84917351, 17.17013953, 18.49914527, 19.83358463, 21.17054986, 22.50624333, 23.83436698, 25.13867709, 25.89440029, 25.77066793, 25.25825235, 24.49924751, 26.12439170, 27.03791048, 27.96866996, 28.91320997, 29.86890585, 30.83373620, 31.80612886, 32.78484460, 33.76905084
7.01528034, 6.64083495, 6.41117289, 6.34204267, 6.43861716, 6.69372803, 7.09028331, 7.60619210, 8.21900952, 9.15785093, 10.33598619, 11.53923645, 12.76677406, 14.01647673, 15.28572845, 16.57184416, 17.87225604, 19.18456427, 20.50650974, 21.83589034, 23.17040793, 24.50737466, 25.84301809, 27.17009301, 27.20257060, 26.56289705, 25.67582065, 26.64881947, 27.52414484, 28.42122529, 29.33598752, 30.26522985, 31.20648325, 32.15781058, 33.11749329, 34.08439777
7.95335150, 7.62511185, 7.42595312, 7.36635236, 7.44965991, 7.67122134, 8.01958598, 8.47913911, 9.03292640, 10.10350603, 11.25399078, 12.42571774, 13.62070714, 14.83865622, 16.07801225, 17.33667311, 18.61237999, 19.90291092, 21.20615700, 22.52013010, 23.84292542, 25.17264123, 26.50723128, 27.84419945, 28.58640965, 27.77550679, 26.74064294, 27.23669189, 28.07271261, 28.93463708, 29.82566148, 30.71842488, 31.63405391, 32.56218942, 33.50095122, 34.44880006
8.91045413, 8.61874256, 8.44305468, 8.39068172, 8.46391313, 8.65956289, 8.96962385, 9.38276040, 9.94245159, 11.07133176, 12.20441356, 13.35127110, 14.51747596, 15.70527362, 16.91475149, 18.14479839, 19.39372864, 20.65964315, 21.94062037, 23.23480502, 24.54043636, 25.85583828, 27.17937945, 28.50939728, 29.86687613, 28.84496852, 27.65369226, 26.37228294, 28.67611837, 29.50211679, 30.35260068, 31.22372783, 32.11234019, 33.01585190, 33.93213267, 34.85941127
9.88105946, 9.61882876, 9.46172900, 9.41502433, 9.48034645, 9.65542194, 9.93444992, 10.30899297, 10.90487827, 12.04477007, 13.17407122, 14.30574840, 15.44948244, 16.61088343, 17.79237172, 18.99433290, 20.21600266, 21.45603370, 22.71282885, 23.98472516, 25.27008782, 26.56735016, 27.87502027, 29.19166410, 30.51586620, 29.70596619, 28.37082099, 26.98649718, 29.32743331, 30.11788472, 30.93554117, 31.77642496, 32.63721267, 33.51513020, 34.40785304, 35.31342881
10.86154824, 10.62354747, 10.48151753, 10.43937628, 10.49832667, 10.65669118, 10.91014158, 11.25225445, 11.83258945, 13.00342815, 14.14682249, 15.27687041, 16.40743483, 17.54846469, 18.70565286, 19.88156624, 21.07682498, 22.29094157, 23.52284554, 24.77119326, 26.03454377, 27.31145393, 28.60052479, 33.03180528, 31.70223893, 30.29309171, 28.85211017, 27.39466227, 30.02042741, 30.77619538, 31.56138165, 32.37199753, 33.20464643, 34.05644082, 34.92492505, 35.80800914
11.84946729, 11.63169831, 11.50212392, 11.46373508, 11.51744363, 11.66197718, 11.89402515, 12.20859841, 12.69653331, 13.91993232, 15.10067059, 16.24852097, 17.37968900, 18.50941112, 19.64809277, 20.80156147, 21.97251685, 23.16176946, 24.36905630, 25.59353545, 26.83407697, 28.08943069, 29.35832028, 33.53592014, 32.05105284, 30.56231217, 29.07184132, 27.58044354, 30.74959973, 31.47194516, 32.22544624, 33.00619169, 33.81078948, 34.63630747, 35.48021706, 36.34033502
12.84310207, 12.64246025, 12.52334821, 12.48809904, 12.53742012, 12.67032389, 12.88422407, 13.17517631, 13.53821369, 14.75626767, 16.00185766, 17.19605980, 18.34974522, 19.48248539, 20.61162557, 21.74826703, 22.89843349, 24.06495387, 25.24879841, 26.44988935, 27.66757538, 28.90090775, 30.14880063, 33.44080508, 31.97990139, 30.50575658, 29.02500532, 29.17812429, 31.51015672, 32.20059234, 32.92348791, 33.67507268, 34.45202305, 35.25141900, 36.07070657, 36.90765357
13.84122166, 13.65525348, 13.54505063, 13.51246698, 13.55806216, 13.68105456, 13.87938674, 14.14989106, 14.48852567, 15.46402804, 16.79661320, 18.07463709, 19.28861812, 20.45031934, 21.58521390, 22.71403360, 23.84890667, 24.99612813, 26.15866086, 27.33761371, 28.53306454, 35.04812815, 34.09360162, 32.87492957, 31.54126136, 30.15008914, 28.72694286, 30.82069564, 32.29796030, 32.95813277, 33.65169007, 34.37504792, 35.12499287, 35.89866350, 36.69352019, 37.50731922
14.84292135, 14.66965728, 14.56713059, 14.53683807, 14.57922998, 14.69367724, 14.87851717, 15.13117028, 15.44830972, 15.99506090, 17.41331014, 18.79901290, 20.12897394, 21.37626654, 22.54996303, 23.68782099, 24.81659559, 25.94994502, 27.09453103, 28.25346206, 29.42797163, 33.67622359, 32.98867194, 31.98875343, 30.81598635, 29.54251533, 28.20716624, 31.86872885, 33.10945388, 33.74106241, 34.40665992, 35.10286985, 35.82662332, 36.57514829, 37.34595494, 38.13681736
15.84752226, 15.68535918, 15.58951383, 15.56121168, 15.60082032, 15.70782603, 15.88086651, 16.11781505, 16.41590452, 16.77187523, 17.79300591, 19.26025688, 20.71256464, 22.13045356, 23.45271910, 24.64816963, 25.79023919, 26.91927497, 28.05132623, 29.19354812, 30.34921313, 32.23862417, 31.72035257, 30.89997124, 29.88237225, 28.73524560, 30.55072449, 32.64351045, 33.94159367, 34.54633127, 35.18539293, 35.85562332, 36.55411518, 37.27821045, 38.02549358, 38.79378128
16.85450564, 16.70212235, 16.61214436, 16.58558734, 16.62275528, 16.72322329, 16.88586153, 17.10889712, 17.39000632, 17.72642652, 21.34517399, 19.41118071, 20.90466619, 22.39815153, 23.89163651, 25.38512022, 26.74379364, 27.89237655, 29.02203658, 30.44065148, 30.82717568, 30.77757600, 30.36842573, 29.68547683, 28.80244490, 29.46033296, 31.75279072, 33.25178623, 34.55558878, 35.37129044, 35.98524451, 36.63070560, 37.30493848, 38.00541365, 38.72980771, 39.47599584
17.86346858, 17.71976412, 17.63497914, 17.60996470, 17.64497499, 17.73965463, 17.89305645, 18.10368774, 18.36957999, 18.68837464, 19.05741699, 19.53421997, 20.74205765, 22.19472574, 23.62463040, 25.01225443, 26.31976903, 27.48315589, 28.41907174, 29.05269755, 29.34622777, 29.30618399, 28.97085484, 28.39192434, 29.07227094, 31.10698459, 32.51025982, 33.75820014, 34.93499440, 36.07176416, 36.80389031, 37.42580158, 38.07681582, 38.75454123, 39.45675577, 40.18141214
18.87409362, 18.73814133, 18.65798460, 18.63434348, 18.66743267, 18.75695195, 18.90209959, 19.10160752, 19.35379469, 19.65663365, 20.00782453, 20.42232728, 20.95482761, 21.67630116, 22.99666654, 24.24198824, 25.37535891, 26.34937565, 27.11320266, 27.62493403, 27.86289784, 27.82945499, 27.54654764, 29.22983187, 30.69128545, 31.92904265, 33.08810700, 34.20762208, 35.30383339, 36.38495412, 37.45566196, 38.23885707, 38.86770474, 39.52358275, 40.20438074, 40.90813459
19.88612734, 19.75714026, 19.68113412, 19.65872345, 19.69009125, 19.77498160, 19.91271001, 20.10219044, 20.34197679, 20.63031501, 20.96520196, 21.34444676, 21.82195318, 22.39654504, 22.99482899, 23.26755156, 24.26210263, 25.09979353, 25.74710177, 26.17779830, 26.37830508, 28.13605813, 29.30147661, 30.40110229, 31.47438172, 32.53398733, 33.58546984, 34.63169736, 35.67430891, 36.71432827, 37.75241579, 38.78902904, 39.67577742, 40.31072410, 40.97089631, 41.65441932
20.89936512, 20.77666944, 20.70440634, 20.68310444, 20.71292096, 20.79363602, 20.92466060, 21.10505774, 21.33357498, 21.60868573, 21.92863641, 22.29149634, 22.71460263, 23.23960469, 23.84327245, 24.49857942, 25.18477809, 26.07784116, 26.64944842, 27.45328026, 28.31037911, 29.21152151, 30.14519668, 31.10192937, 32.07493701, 33.05959703, 34.05276484, 35.05227970, 36.05662627, 37.06472376, 38.07578236, 39.08921255, 40.09432513, 41.11432884, 41.75467935, 42.41867026
21.91363992, 21.79665445, 21.72778392, 21.70748630, 21.73589766, 21.81282768, 21.93776592, 22.10989856, 22.32813413, 22.59113656, 22.89736332, 23.24510618, 23.63253254, 24.10913567, 24.66980106, 25.29203204, 25.96887307, 26.68712359, 27.52054307, 28.23085682, 29.05338905, 29.90743020, 30.78944624, 31.69535682, 32.62109287, 33.56304019, 34.51814705, 35.48394783, 36.45846441, 37.44012765, 38.42769589, 39.41658654, 40.39254979, 41.37251211, 42.35604268, 43.19942589
22.92881413, 22.81703417, 22.75125265, 22.73186892, 22.75900152, 22.83248463, 22.95187305, 23.11645556, 23.32527549, 23.57715747, 23.87073837, 24.20450091, 24.57680812, 25.00668963, 25.52039709, 26.10945487, 26.76777012, 27.43029331, 28.18784252, 28.92357286, 29.71948822, 30.54406302, 31.39444563, 32.26777311, 33.16118755, 34.07196156, 34.99761663, 35.93596047, 36.88509289, 37.84341464, 38.80816970, 39.76540120, 40.72813141, 41.69577745, 42.66781942, 43.64381054
23.94477336, 23.83775791, 23.77480075, 23.75625219, 23.78221613, 23.85254720, 23.96685483, 24.12451391, 24.32468151, 24.56631857, 24.84821531, 25.16901902, 25.52726290, 25.92646254, 26.39801517, 26.94108219, 27.55275050, 28.20658516, 28.88798124, 29.62153845, 30.41099854, 31.18389085, 32.00572460, 32.87089814, 34.00654424, 34.63012676, 35.50000054, 36.41376935, 37.33973909, 38.27634464, 39.20914837, 40.15111954, 41.09963014, 42.10451347, 43.01360852, 43.97795332
24.96142175, 24.85878329, 24.79841841, 24.78063604, 24.80552778, 24.87296550, 24.98260465, 25.13389297, 25.32608408, 25.55825527, 25.82932846, 26.13809333, 26.48323159, 26.86334131, 27.29905395, 27.80281657, 28.36714012, 28.98153061, 29.64328420, 30.34375290, 31.12984514, 31.91293572, 32.78884368, 33.46997156, 34.29607885, 35.15441186, 36.02977237, 36.92022792, 37.82085420, 38.72879308, 39.66585974, 40.60126475, 41.54488107, 42.44578586, 43.39216237, 44.34407066
25.97867839, 25.88007461, 25.82209733, 25.80502040, 25.82892494, 25.89369745, 25.99903249, 26.14443977, 26.32925541, 26.55265651, 26.81367867, 27.11123527, 27.44413800, 27.81111759, 28.21812681, 28.68796522, 29.21654250, 29.79767681, 30.44305107, 31.09369369, 31.79835132, 32.53504173, 33.30552953, 34.09069211, 34.90383649, 35.73996077, 36.58871794, 37.47193166, 38.69083874, 39.23390780, 40.11746352, 41.02658072, 41.98326844, 42.86974515, 43.85954299, 44.74098045
26.99647453, 26.90160158, 26.84583053, 26.82940521, 26.85239784, 26.91470739, 27.01606182, 27.15602396, 27.33400074, 27.54925541, 27.80092210, 28.08802207, 28.40948111, 28.76414726, 29.15080852, 29.59139443, 30.08854939, 30.63893280, 31.23318688, 31.89017580, 32.54475311, 33.25225636, 33.98939278, 34.85921031, 35.61587660, 36.50261126, 37.17701194, 38.01401351, 38.88277719, 39.75735945, 40.62103060, 41.54291781, 42.45153521, 43.32442166, 44.24237501, 45.22901599
28.01475136, 27.92333835, 27.86961201, 27.85379042, 27.87593813, 27.93596482, 28.03362718, 28.16853375, 28.34015266, 28.54782182, 28.79076113, 29.06808629, 29.37882355, 29.72192498, 30.09628372, 30.50993625, 30.97861679, 31.49889713, 32.06506657, 32.67710969, 33.33730099, 33.99593630, 34.70567369, 35.53245648, 36.20493169, 37.08893111, 37.78730977, 38.83407816, 39.45590823, 40.29241085, 41.17776151, 42.07590772, 42.91406607, 43.80836352, 44.75979173, 45.62229587
29.03345831, 28.94526269, 28.89343664, 28.87817599, 28.89953865, 28.95744357, 29.05167225, 29.18187282, 29.34756652, 29.54815626, 29.78293696, 30.05110727, 30.35178217, 30.68400613, 31.04676636, 31.43900585, 31.88388718, 32.37629293, 32.91471228, 33.49418897, 34.11150956, 34.76328861, 35.44718433, 36.15874199, 36.89593682, 37.65638023, 38.57010998, 39.22893724, 40.05665662, 41.11538796, 41.71778393, 42.57407690, 43.47338792, 44.37971192, 45.58465276, 46.48163990
30.05255163, 29.96735541, 29.91730000, 29.90256187, 29.92319322, 29.97912101, 30.07014830, 30.19595767, 30.35611666, 30.55008505, 30.77722360, 31.03680406, 31.32802003, 31.64999827, 32.00181026, 32.38248365, 32.80194064, 33.26970811, 33.78224120, 34.33673952, 34.92763579, 35.55388346, 36.23343539, 36.91776386, 37.67733441, 38.43227972, 39.18091595, 39.88644852, 40.67169763, 41.48207183, 42.36083300, 43.16903722, 43.99634485, 44.85826175, 45.73079031, 46.61200909
31.07199332, 30.98959986, 30.94119823, 30.92694805, 30.94689647, 31.00097749, 31.08901298, 31.21071561, 31.36569348, 31.55345631, 31.77342288, 32.02492959, 32.30723987, 32.61955394, 32.96101893, 33.33073891, 33.72778473, 34.17633646, 34.66518464, 35.19469613, 35.76183482, 36.36362107, 36.99726523, 37.68292029, 38.36157984, 39.11873361, 39.80107130, 40.55858498, 41.46791767, 42.11540860, 43.09425155, 43.76302136, 44.60082231, 45.42138987, 46.27786211, 47.33667453
32.09175016, 32.01198149, 31.96512800, 31.95133448, 31.97064374, 32.02299588, 32.10822928, 32.22608304, 32.37620094, 32.55813670, 32.77136038, 33.01526579, 33.28917854, 33.59236459, 33.92403909, 34.28337521, 34.66951286, 35.09408090, 35.56116918, 36.06817179, 36.61237274, 37.19105789, 37.80165143, 38.44020986, 39.10900707, 39.80129269, 40.57961039, 41.25333706, 42.03184355, 42.78375626, 43.64772405, 44.36265100, 45.32415136, 46.03409520, 47.10652254, 47.73550657
33.11179305, 33.03448758, 32.98908635, 32.97572116, 32.99443092, 33.04516115, 33.12776476, 33.24200413, 33.38755454, 33.56400863, 33.77088201, 34.00761952, 34.27360235, 34.56815542, 34.89055515, 35.24003727, 35.61580453, 36.02173902, 36.46876598, 36.95481630, 37.47794937, 38.03471271, 38.62457332, 39.24135991, 39.88706158, 40.55818667, 41.25273557, 41.96905750, 42.70546325, 43.46045317, 44.23261937, 45.02088843, 45.88183300, 46.80116361, 47.46869379, 48.30927800
34.13209633, 34.05710690, 34.01307072, 34.00010804, 34.01825440, 34.06746009, 34.14759083, 34.25842962, 34.39967964, 34.57096812, 34.77185115, 35.00181919, 35.26030317, 35.54668101, 35.86028444, 36.20040591, 36.56630544, 36.95721741, 37.38627242, 37.85296498, 38.35537149, 38.89210156, 39.46082796, 40.05737448, 40.68246605, 41.33323123, 42.00761528, 42.70421030, 43.42427458, 44.15751010, 44.97909125, 45.68163913, 46.59954676, 47.41993171, 48.05650892, 48.87760942
