376, 381, 396
605, 765, 764
567, 409, 401
600, 408, 759
118, 117, 134
555, 283, 768
168, 10, 365
388, 9, 375
132, 149, 176
7, 380, 420
372, 6, 425
222, 200, 225
323, 519, 305
178, 302, 179
174, 157, 164
179, 401, 172
19, 303, 20
510, 20, 301
189, 192, 318
155, 186, 16
16, 17, 163
95, 189, 193
187, 188, 186
539, 340, 87
300, 161, 53
399, 397, 402
210, 206, 209
643, 434, -1
213, 215, 214
114, 122, 78
215, 219, 198
431, 288, 226
234, 137, 208
56, 199, 259
220, 258, 198
639, 641, 201
60, 108, -1
69, 119, 123
49, 39, 111
38, 40, 41
81, 39, 90
39, 110, 63
90, 49, 47
185, 815, 523
439, 363, 456
467, 459, 70
477, 480, 490
62, 42, 76
94, 89, 103
42, 38, 77
194, 73, 70
202, 311, 110
234, 262, 261
24, 209, 299
232, 171, 226
310, 422, 576
216, 33, 220
108, 638, -1
83, 66, 196
196, 61, 60
-1, 59, 36
75, 108, 59
88, 471, 47
65, 41, 113
506, 847, 816
120, 111, 63
273, 75, 58
278, 279, 273
353, 102, 93
37, 79, 464
50, 45, 460
85, 184, 187
195, 119, 73
464, 50, 72
-1, 83, 196
109, 61, 66
194, 460, 47
194, 49, 195
111, 29, 195
69, 96, 147
137, 455, 147
202, 40, 91
217, 197, 290
58, 74, 246
326, 676, 670
86, 71, 353
85, 120, 113
331, 23, 525
458, 462, 62
332, 334, 48
40, 42, 204
81, 204, 317
136, 137, 96
68, 152, 348
494, 48, 500
188, 523, 21
92, 79, 123
347, 656, 98
97, 814, 524
780, 324, 516
136, 140, 141
234, 456, 455
187, 162, 68
499, 48, 317
375, 139, 376
153, 138, 132
156, 163, 157
184, 112, 729
36, 61, 57
75, 640, 638
112, 41, 51
38, 65, 78
113, 110, 107
112, 86, 63
154, 29, 120
119, 122, 125
143, 128, 160
4, 146, 125
207, 4, 131
115, 37, 72
86, 114, 65
127, 122, 124
29, 121, 115
146, 96, 37
348, 126, 121
127, 117, 115
148, 130, 124
142, 125, 121
148, 132, 116
268, 267, 151
126, 143, 142
206, 118, 145
105, 8, 128
143, 144, 135
4, 142, 135
134, 133, 145
92, 207, 100
92, 32, 80
157, 166, 105
383, 104, 371
214, 100, 206
215, 208, 100
134, 127, 130
130, 116, 133
150, 300, 133
135, 299, 131
117, 207, 123
80, 445, 79
126, 152, 128
8, 166, 165
144, 177, 169
221, 129, 240
148, 93, 153
156, 105, 152
353, 348, 114
163, 162, 19
153, 162, 106
106, 14, 138
378, 377, 369
176, 167, 177
177, 116, 176
221, 24, 367
156, 102, 155
155, 20, 106
510, 178, 14
389, 149, 374
138, 415, 149
368, 159, 389
378, 420, 6
266, 367, 150
239, 211, 221
224, 225, 54
416, 15, 173
390, 172, 391
14, 416, 415
383, 392, 400
160, 8, 159
160, 159, 150
13, 416, 164
15, 13, 183
323, 858, 181
180, 513, 324
820, 825, 821
179, 779, 514
71, 107, 185
184, 43, 188
193, 19, 22
102, 71, 22
95, 22, 185
21, 670, 18
858, 319, 511
727, 696, 728
18, 862, 861
186, 21, 318
50, 76, 77
77, 78, 72
58, 59, 74
292, -1, 82
34, 262, 30
33, 242, 244
226, 11, 227
35, 640, 274
51, 81, 339
349, 522, 347
91, 90, 471
777, 782, 654
26, 140, 131
146, 118, 136
262, 32, 141
53, 211, 26
223, 212, 26
170, 223, 209
224, 214, 210
224, 255, 28
212, 28, 140
30, 141, 28
254, 56, 219
260, 320, 82
258, 233, 263
253, 216, 30
233, 34, 56
161, 151, 170
239, 238, 11
211, 225, 210
212, 171, 213
171, 223, 11
54, 200, 31
200, 238, 354
642, 644, 818
276, 288, 430
359, 287, 232
253, 360, 254
256, 54, 230
220, 257, 218
32, 52, 101
372, 237, 366
769, 768, 237
267, 235, 236
222, 355, 227
222, 170, 240
239, 151, 284
287, 362, 242
241, 199, 254
362, 247, 244
243, 248, 199
274, 248, 247
83, 280, 278
243, 249, 245
245, 251, 244
247, 285, 639
823, 781, 783
281, 248, 277
291, 292, 320
219, 255, 231
231, 242, 216
256, 253, 213
232, 360, 255
260, 233, 259
218, 261, 34
281, 257, 33
293, 257, 217
264, 52, 258
208, 198, 52
218, 298, 295
442, 261, 295
366, 268, 370
368, 370, 169
283, 129, 237
129, 367, 265
592, 582, 425
592, 419, 427
272, 558, 595
563, 271, 559
640, 66, 67
201, 279, 245
285, 276, 642
275, 229, 637
251, 279, 291
291, 67, 246
277, 274, 67
246, -1, 292
259, 251, 320
298, 297, 289
267, 5, 284
283, 352, 240
361, 275, 249
643, -1, 819
241, 360, 230
229, 359, 31
649, 450, 282
296, 82, -1
252, 277, 278
280, 197, 252
260, 296, 298
451, 441, 650
446, 264, 263
290, 297, 293
296, -1, 282
282, 263, 293
300, 53, 145
299, 144, 24
509, 17, 305
509, 658, 13
16, 319, 325
665, 709, 705
325, 12, 301
777, 773, 519
309, 407, 308
-1, 307, 411
-1, 569, 307
55, 382, 421
338, 730, 51
335, 313, 333
327, 312, 339
814, 346, 653
326, 653, 675
678, 691, 679
91, 103, 327
193, 18, 319
303, 318, 190
217, 281, 252
467, 463, 444
491, 493, 498
515, 12, 180
181, 99, 515
305, 303, 858
315, 84, 523
330, 313, 317
351, 538, 342
695, 521, 659
333, 327, 334
531, 87, 333
89, 526, 351
331, 312, 330
89, 342, 330
524, 312, 525
553, 539, 732
745, 746, 727
339, 524, 311
338, 202, 313
529, 349, 23
657, 522, 659
328, 531, 334
526, 504, 344
343, 533, 351
725, 745, 551
675, 314, 656
97, 525, 203
93, 124, 154
340, 733, 203
688, 673, 661
344, 328, 332
555, 355, 284
154, 85, 68
647, 431, 227
238, 352, 561
563, 358, 432
588, 557, 555
356, 566, 435
288, 361, 230
287, 231, 256
362, 359, 285
361, 243, 241
445, 455, 44
454, 457, 449
377, 6, 366
265, 365, 235
268, 161, 169
167, 369, 266
368, 371, 158
266, 377, 265
373, 139, 369
235, 10, 769
392, 371, 389
390, 392, 165
7, 378, 104
388, 104, 0
365, 370, 158
168, 158, 375
417, 610, 599
9, 382, 592
0, 383, 395
419, 380, 310
381, 139, 175
402, 574, 385
413, 395, 384
761, 571, 413
577, 422, 396
376, 421, 7
373, 167, 165
173, 374, 415
173, 397, 400
374, 175, 373
575, 581, 598
576, 581, 417
381, 399, 385
0, 413, 387
391, 401, 25
403, 409, 568
400, 25, 395
391, 399, 175
397, 15, 2
409, 384, 25
574, 398, 570
570, 568, 411
578, 758, 572
572, 407, 569
570, 307, 406
586, 414, 3
2, 398, 402
758, 759, 757
404, 772, 308
583, 586, 581
385, 386, 396
583, 757, 408
390, 166, 174
178, 172, 174
419, 394, 379
613, 590, 630
417, 270, 382
425, 168, 9
422, 310, 388
55, 421, 387
565, 595, 763
599, 580, 602
420, 269, 10
764, 602, 596
270, 599, 562
611, 614, 597
766, 765, 767
229, 432, 436
648, 31, 354
430, 648, 356
558, 437, 557
644, 646, 27
358, 646, 436
430, 435, 637
563, 560, 433
479, 476, -1
444, 44, 449
454, 453, 476
443, 294, 449
443, 456, 264
442, 446, 441
439, 465, 321
363, 463, 147
443, 295, 450
649, 452, 650
475, 469, 461
364, 439, 441
289, 650, 446
454, 294, 452
447, 453, 451
452, -1, 440
440, 364, 451
363, 80, 101
101, 442, 44
364, 474, 465
88, 460, 459
45, 469, 458
70, 458, 76
448, 467, 465
470, 88, 486
464, 445, 321
463, 73, 69
444, 457, 461
486, 469, 487
461, 45, 321
477, 479, 472
466, 459, 448
462, 500, 499
499, 204, 62
468, -1, 480
487, 477, 488
485, 457, 476
487, 448, 485
474, 440, 438
46, 473, 468
670, 669, 862
438, 468, 485
46, 472, 489
490, 491, 488
501, 489, 502
486, 488, 495
534, 493, 502
474, 479, 475
466, 483, 462
466, 475, 473
481, 483, 473
480, -1, 482
46, 501, 481
496, 481, 322
496, 532, 494
484, 322, 501
526, 94, 492
496, 500, 483
495, 491, 492
505, 859, 507
847, 532, 322
103, 471, 470
94, 470, 495
493, 490, 482
482, -1, 484
750, 817, 838
532, 506, 343
852, 497, 508
541, 504, 64
850, 497, 860
867, -1, 505
510, 301, 302
17, 509, 164
861, 513, 190
820, 655, 514
511, 517, 181
512, 567, 183
776, 323, 324
706, 99, 517
516, 513, 674
780, 786, 776
306, 658, 12
832, 833, 718
329, 662, 660
203, 341, 656
95, 43, 326
98, 338, 335
335, 87, 347
343, 332, 494
542, 849, 816
837, 530, 737
651, 741, 340
528, 538, 533
331, 342, 539
504, 492, 498
344, 541, 530
847, 484, 542
541, 547, 737
866, 845, -1
671, 749, 745
