28, 46, 54
12, 21, 30
52, 50, 76
-1, 57, 20
32, 33, 36
54, 53, 44
58, 11, 9
16, 85, 45
63, 61, 23
12, 23, 6
101, 69, 90
6, 15, -1
9, -1, 1
31, -1, 32
22, 16, 42
11, 58, 57
7, 14, 66
58, 61, 28
26, 32, 25
28, 42, 41
65, 29, 3
1, -1, 26
27, 14, 63
9, 30, 8
66, 40, 47
30, 18, 35
31, 18, 21
22, 39, 66
0, 17, 19
-1, 20, 64
25, 23, 1
26, -1, 13
18, 13, 4
34, 4, -1
79, 40, 33
39, 63, 25
4, 40, 39
-1, 87, 68
59, 97, 83
27, 35, 36
24, 36, 34
19, 45, 48
19, 61, 14
45, 77, 75
65, 5, 56
7, 43, 41
48, 53, 0
59, 24, 86
41, 50, 46
101, 84, 91
2, 48, 75
76, 89, 107
62, 53, 2
52, 5, 46
5, 57, 0
75, 69, 76
44, 62, -1
54, 3, 15
6, 17, 15
38, 85, 47
107, -1, 62
42, 17, 8
56, 52, 60
8, 35, 22
29, 65, -1
64, 20, 44
16, 27, 24
104, 91, 70
98, 92, 37
105, 55, 10
67, 100, -1
101, 102, 73
74, 103, 89
88, 105, 71
109, 72, 88
50, 43, 55
55, 51, 2
43, 85, 90
91, 83, 95
34, 82, 93
97, 86, 110
106, 95, 110
92, 79, -1
84, 38, 78
49, 90, 83
77, 7, 59
80, 47, 93
96, 37, -1
73, 108, 74
72, 51, 105
10, 77, 84
78, 67, 49
93, 82, 68
92, 86, 79
102, -1, 108
78, 97, 81
87, 106, 98
95, 38, 80
96, 110, 68
108, -1, 109
-1, 70, 106
10, 49, 71
94, 71, 104
-1, 107, 72
-1, 102, 67
89, 69, 73
96, 100, 81
103, 60, 51
99, 88, 94
74, 99, -1
81, 80, 98
