7, 17, 15
34, 12, 14
48, 49, 50
9, 5, 24
15, 14, 10
7, 15, 9
5, 10, 12
19, 45, 20
20, 18, 7
26, 42, 31
29, 8, 0
16, 33, 13
17, 13, 15
12, 10, 14
20, 45, 18
13, 14, 15
19, 25, 27
67, 70, 50
5, 9, 10
9, 15, 10
21, 35, 22
16, 17, 18
62, 79, 71
16, 13, 17
18, 17, 7
37, 35, 21
9, 25, 7
18, 4, 60
25, 19, 20
30, 27, 42
9, 24, 25
46, 19, 30
33, 16, 60
12, 34, 3
16, 18, 60
21, 36, 34
14, 13, 21
13, 33, 37
5, 8, 24
7, 25, 20
24, 8, 28
27, 30, 19
42, 28, 29
25, 24, 28
42, 26, 30
8, 29, 28
28, 27, 25
11, 47, 43
19, 46, 45
47, 46, 30
40, 63, 54
29, 0, 31
40, 52, 38
14, 21, 34
23, 35, 37
36, 21, 22
23, 38, 35
6, 22, 35
22, 3, 36
3, 34, 36
13, 37, 21
23, 37, 33
23, 33, 32
6, 35, 38
52, 6, 38
23, 32, 40
23, 40, 38
53, 56, 59
28, 42, 27
54, 41, 52
31, 42, 29
30, 26, 43
69, 65, 68
75, 44, 71
18, 45, 4
30, 43, 47
44, 45, 46
51, 44, 47
44, 46, 47
50, 49, 65
51, 48, 50
67, 50, 65
11, 48, 51
51, 47, 11
70, 51, 50
64, 58, 59
41, 6, 52
2, 56, 53
57, 41, 54
40, 54, 52
55, 57, 56
2, 55, 56
57, 59, 56
59, 57, 64
41, 57, 55
79, 84, 71
77, 80, 81
64, 57, 54
59, 58, 81
84, 60, 4
33, 60, 32
78, 69, 61
70, 67, 62
76, 83, 62
70, 71, 44
40, 32, 63
32, 84, 74
54, 63, 64
58, 64, 63
66, 65, 49
66, 68, 65
62, 78, 76
1, 68, 66
69, 68, 61
1, 61, 68
76, 39, 77
65, 69, 67
71, 70, 62
51, 70, 44
77, 82, 83
71, 4, 75
78, 61, 72
39, 76, 72
63, 74, 58
84, 32, 60
32, 74, 63
82, 74, 73
4, 45, 75
44, 75, 45
78, 62, 67
81, 80, 53
82, 77, 58
69, 78, 67
72, 76, 78
79, 62, 83
79, 73, 84
59, 81, 53
77, 39, 80
77, 81, 58
74, 82, 58
73, 79, 83
77, 83, 76
83, 82, 73
84, 4, 71
74, 84, 73
