21, 48, 5
326, 395, 394
17, 548, 547
201, 513, 375
107, 69, 79
0, 106, 53
11, 547, 28
63, 69, 8
84, 18, 7
381, 418, 419
365, 366, 357
17, 6, 43
32, 28, 24
165, 175, 163
44, 109, 206
286, 284, 287
285, 311, 310
2, 11, 652
78, 8, 660
125, 207, 75
198, 151, 196
23, 49, 0
118, 111, 115
21, 31, 30
12, 261, 260
214, 222, 217
69, 99, 62
111, 102, 126
85, 6, 12
36, 30, 32
29, 45, 23
32, 23, 42
12, 29, 31
123, 60, 120
135, 139, 150
156, 155, 157
260, 219, 29
53, 97, 46
246, 280, 244
674, 672, 641
568, 557, 579
72, 76, 89
31, 53, 85
46, 44, 11
43, 97, 14
190, 30, 177
37, 43, 85
117, 130, 189
112, 51, 0
21, 128, 112
51, 110, 52
50, 54, 48
64, 67, 50
37, 42, 5
98, 51, 67
67, 59, 99
59, 64, 76
59, 72, 62
60, 64, 77
57, 55, 56
58, 33, 65
478, 484, 475
26, 57, 73
7, 78, 79
56, 52, 58
90, 88, 60
107, 101, 106
54, 52, 55
662, 666, 665
7, 4, 26
492, 478, 493
72, 83, 473
57, 41, 71
62, 473, 84
210, 212, 146
19, 108, 210
56, 88, 41
104, 58, 102
665, 63, 18
125, 4, 63
123, 198, 197
632, 712, 466
152, 92, 120
71, 471, 481
73, 638, 8
46, 28, 42
357, 494, 496
109, 101, 125
76, 65, 91
91, 471, 41
65, 197, 94
477, 89, 88
123, 82, 178
648, 479, 713
478, 477, 90
485, 162, 484
107, 98, 99
37, 101, 44
54, 96, 106
55, 26, 96
203, 207, 661
87, 97, 66
27, 77, 110
115, 126, 117
77, 111, 120
-1, 149, 134
98, 66, 5
96, 4, 66
209, 75, 203
87, 210, 14
50, 113, 102
27, 22, 104
48, 49, 113
112, 130, 110
174, 135, 140
140, 22, 103
213, 190, 221
47, 137, 103
22, 133, 152
149, 154, 153
33, 104, 82
-1, 194, 149
195, -1, 492
92, 80, 33
387, 391, 388
87, 79, 19
130, 103, 27
134, 150, 155
49, 190, 189
141, 147, 181
126, 113, 47
175, 172, 144
154, 194, 178
140, 153, 118
105, 127, 156
34, 114, 173
481, 466, 482
117, 726, 174
556, 603, 580
155, 34, 142
115, 114, 133
463, 187, 129
173, 158, 139
176, 231, 703
164, 224, 131
549, 578, 723
206, 74, 498
158, 165, 129
158, 187, 157
105, 121, 119
127, 153, 34
178, 199, 20
154, 82, 118
133, 150, 119
119, 132, 152
127, 139, 35
134, 35, -1
148, 464, 35
148, 142, 147
172, 213, 186
232, 163, 224
181, 469, 613
483, 634, 95
181, 13, 160
218, 227, 144
13, 147, 171
510, 211, 203
171, 727, 175
701, 468, 702
222, 221, 177
184, 223, 616
165, 173, 167
131, 183, 159
171, 142, 135
137, 727, 114
131, 13, 167
463, 143, 180
169, 45, 219
92, 132, 151
647, 713, 474
465, 187, 176
163, 161, 129
481, 188, 632
172, 727, 726
236, 605, 170
726, 189, 213
159, 214, 218
180, 148, 141
472, 476, 182
185, 47, 128
116, 128, 45
223, 605, 224
470, 639, 710
198, 196, 195
199, 132, 121
493, 193, 122
193, 20, -1
493, 90, 80
193, 80, 20
194, -1, 151
669, 670, 552
509, 3, 507
660, 673, 583
108, 100, 166
572, 574, 517
365, 496, 370
495, 14, 146
665, 100, 19
654, 510, 661
502, 212, 108
75, 74, 109
508, 502, 166
74, 209, 497
159, 185, 116
221, 25, 186
251, 250, 230
247, 246, 226
25, 226, 239
186, 239, 164
220, 177, 36
219, 234, 235
214, 116, 169
169, 235, 25
227, 170, 191
191, 160, 144
616, 229, 250
233, 216, 217
164, 229, 223
620, 619, -1
227, 237, 225
262, 618, 215
143, 706, 709
469, 160, 609
235, 243, 226
220, 258, 240
220, 233, 222
184, 615, 607
229, 239, 246
520, 548, 315
237, 218, 217
234, 259, 249
259, 258, 521
280, 247, 271
233, 249, 247
38, 252, 250
610, 620, -1
38, 237, 216
216, 243, 242
282, 297, 301
240, 254, 243
225, 244, 215
215, 617, 616
262, 244, 257
262, 263, 264
249, 286, 271
615, 617, 620
259, 275, 273
252, 279, 282
234, 260, 241
241, 256, 240
258, 36, 24
520, 521, 24
230, 252, 253
-1, 253, 300
253, -1, 618
319, 313, 314
293, 318, 290
343, 307, 334
274, 302, 308
315, 275, 521
293, 322, 278
287, 242, 254
277, 283, 301
276, 286, 256
303, 283, 268
256, 269, 314
278, 273, 314
272, 297, 281
276, 270, 310
280, 297, 257
38, 242, 279
306, 277, 287
248, 300, 257
272, 304, 274
15, 310, 306
325, 16, 334
254, 273, 15
15, 281, 271
299, 298, 301
385, 501, 338
266, 323, 322
362, 363, 333
373, 364, 380
266, 270, 313
426, 408, 427
388, 386, 332
336, 732, 329
248, 279, 277
300, 288, -1
288, 303, -1
298, 263, 282
288, 248, 272
325, 268, 304
309, 299, 274
283, 311, 302
308, 312, 309
281, 284, 311
335, 267, 395
268, 329, 305
303, 305, -1
284, 278, 16
16, 304, 306
305, 732, -1
385, 293, 265
265, 276, 275
319, 269, 238
393, 392, 391
627, 435, 436
383, 353, 266
265, 315, 501
756, 740, 398
761, 747, -1
334, 270, 290
290, 353, 343
400, 327, 394
302, 285, 335
335, 1, 329
324, 397, 744
395, 396, 400
296, 308, 326
350, 386, 523
738, 731, 749
295, 417, 387
348, 356, 291
322, 267, 285
307, 326, 325
394, 749, 296
397, 740, 728
386, 289, 360
399, 734, 432
357, 348, 500
363, 362, 350
499, 495, 498
323, 396, 267
374, 372, 356
392, 353, 384
768, 413, 389
384, 383, 388
333, 340, 366
401, 411, 446
426, 330, 341
525, 524, 523
651, 514, 652
318, 345, 323
358, 373, 366
501, 515, 360
333, 373, 344
10, 340, 86
354, 377, 369
375, 420, 377
338, 355, 523
441, 431, 387
341, 291, 372
291, 341, 524
379, 292, 369
377, 10, 205
10, 354, 348
502, 506, 370
504, 508, 653
364, 358, 545
503, 367, 205
382, 401, 380
408, 362, 344
356, 354, 292
380, 409, 344
506, 3, 359
496, 499, 503
358, 365, 359
513, 430, 533
381, 382, 364
371, 374, 292
379, 545, 9
406, 371, 379
318, 385, 347
391, 345, 347
313, 289, 383
330, 295, 338
361, 124, 332
124, 347, 295
346, 407, 409
442, 622, 742
384, 124, 316
345, 316, 399
743, 621, 316
1, 324, 336
328, 1, 307
343, 399, 328
403, 337, 327
320, 759, 754
396, 392, 339
328, 432, 324
404, 371, 349
414, 454, 405
397, 432, 424
409, 401, 412
453, 402, 446
411, 382, 419
408, 389, 416
372, 407, 294
374, 404, 389
457, 624, 434
406, 458, 349
768, 404, 446
346, 772, 416
460, 770, 402
416, 443, 427
415, 407, 413
433, 332, 426
428, 9, 546
9, 445, 406
359, 421, 545
420, 513, 546
459, 449, 456
505, 533, 532
740, 403, 733
762, 741, 754
417, 350, 294
294, 415, 433
