3, -1, 1
-1, 13, 0
30, -1, 3
0, 4, 2
11, 3, 6
84, 100, 101
4, 13, 9
12, 69, 9
32, 15, 9
6, 7, 8
23, 39, 57
15, 30, 4
-1, 7, 13
1, 12, 6
-1, 266, 261
8, 23, 11
20, -1, 17
30, 29, 16
79, -1, 19
18, 20, 27
22, 19, 16
277, 242, 248
20, 29, 25
15, 10, 29
67, 27, 25
22, 28, 24
139, 67, 28
31, 19, 24
192, 26, 25
17, 23, 22
11, 17, 2
86, 79, 27
37, 39, 8
95, 101, 102
38, 45, 69
176, 174, 175
37, 45, 49
69, 36, 32
-1, 41, 34
10, 32, 51
68, 292, 43
38, 47, 43
93, 45, 43
41, 40, 42
288, 293, 59
36, 34, 42
93, 292, 288
-1, 68, 41
215, 197, 182
66, 51, 36
56, 53, 51
39, 49, 50
55, 192, 214
57, 50, 214
103, 71, 214
52, 71, 139
65, 50, 66
53, 192, 10
64, 65, 59
105, 44, 58
144, 63, 143
143, 103, 65
143, 64, 179
251, 60, 120
58, 293, 62
56, 58, 61
105, 56, 49
24, 26, 295
40, 47, 160
37, 7, 34
176, 175, 163
54, 107, 55
194, -1, 73
79, 85, 72
271, 256, 269
-1, 76, 83
81, 75, 194
285, 283, 271
104, 85, 86
18, 31, 73
82, 87, 81
85, 80, 76
80, 141, 109
87, 102, 75
109, 5, 95
73, 78, 81
31, 295, 78
80, 95, 83
92, 91, 89
102, 88, -1
92, 94, 91
-1, 88, 90
101, 90, 88
105, 42, 46
90, 97, 99
87, 84, 33
98, 99, 97
94, 291, 96
124, -1, 96
-1, 94, 96
291, 5, 287
33, 5, 92
33, 89, 83
251, 54, 61
78, 111, 141
93, 59, 66
110, 111, 107
113, 106, 71
141, 110, 153
84, 82, 123
119, 108, 106
104, 142, 106
140, 115, 120
251, 239, 107
118, 121, 115
119, 112, 114
118, 253, 138
122, 123, 216
219, 116, 114
110, 239, 115
239, 63, 112
114, 131, 216
128, 287, 117
153, 117, 109
127, 126, 98
129, 137, 126
124, 125, 135
124, 291, 129
122, 131, 137
125, 127, 287
136, 133, 138
121, 138, 128
134, 135, 133
137, 130, 132
237, -1, 132
-1, 126, 132
253, 241, 130
125, 128, 133
130, 131, 116
26, 55, 142
112, 167, 223
104, 108, 82
295, 139, 111
60, 61, 62
167, 60, 284
248, 271, 270
288, 151, 149
159, 157, 151
162, 293, 149
146, 150, 148
161, 149, 154
147, 146, 292
178, 155, -1
216, 123, 108
150, 157, 156
159, 152, 157
154, 178, 294
147, 155, 154
182, 161, 294
147, 160, 155
-1, 159, 68
158, 176, 150
179, 148, 163
165, 162, 70
165, 279, 284
163, 166, 164
173, 165, 169
140, 144, 279
203, 201, 171
166, 175, 171
172, 173, 171
169, 168, 170
170, 213, 290
177, 166, 170
35, 182, 203
35, 169, 70
35, 70, 161
225, 232, 173
156, 152, 185
162, 284, 62
185, 184, 183
185, -1, 184
158, 48, 174
215, 180, 191
193, 180, 181
178, 181, 180
-1, 189, 187
193, -1, 186
190, 195, 189
193, 186, 188
-1, 212, 188
195, 197, 183
52, 28, 57
184, 187, 189
-1, 72, 76
188, 205, 191
202, 211, 199
48, 191, 202
200, 201, 199
203, 196, 198
207, 209, 198
213, 168, 198
205, 196, 197
174, 199, 168
-1, 211, 212
195, 212, 202
-1, 217, 207
211, 206, 200
246, 247, 244
217, 268, 200
244, 277, 273
196, 204, 207
204, 205, 190
201, 268, 172
53, 54, 52
48, 294, 183
117, 153, 121
209, 206, 261
222, 229, 221
118, 223, 221
221, 243, 253
219, 218, 220
231, 218, 223
222, 219, 140
252, 231, 225
290, 224, 177
233, 229, 228
229, 252, 289
230, 250, 226
218, 227, 226
289, 248, 228
222, 232, 224
231, 279, 177
226, 250, 243
238, 241, 235
243, 249, 234
238, -1, 237
241, 236, 134
234, 240, 236
120, 119, 113
247, 238, 249
234, 237, 136
21, 245, 250
220, 233, 235
208, 245, 210
249, 242, 244
273, -1, 208
240, 208, -1
145, 21, 230
235, 245, 240
242, 233, 228
113, 103, 63
224, 254, 227
116, 220, 136
252, 259, 257
268, 267, 259
257, 74, 289
254, 258, 256
263, 257, 260
290, 255, 254
258, 267, 264
217, 14, 267
263, 265, 286
258, 262, 269
260, 266, 265
264, -1, 262
-1, 264, 14
261, 260, 255
209, 255, 213
285, 74, 263
277, 145, 274
77, 145, 74
274, 275, 273
272, 246, 210
270, 280, 272
280, -1, 272
280, 283, 282
270, 210, 21
281, 286, -1
164, 232, 167
274, 276, 275
278, 282, 283
281, -1, 276
77, 281, 276
144, 179, 164
269, 286, 77
278, 285, 262
129, 100, 122
146, 44, 46
227, 256, 230
225, 172, 259
127, 97, 100
46, 40, 151
44, 148, 64
158, 156, 215
67, 142, 86
