-15.00000000, -10.00000000
17.00000000, -17.00000000
8.00000000, 8.00000000
3.00000000, -4.00000000
0.87000000, 7.36000000
-5.00000000, 7.00000000
-7.07106781, 7.07106781
-8.91006524, 4.53990500
-9.87688341, 1.56434465
-9.87688341, -1.56434465
-8.91006524, -4.53990500
-7.07106781, -7.07106781
-4.53990500, -8.91006524
-1.56434465, -9.87688341
1.56434465, -9.87688341
4.53990500, -8.91006524
7.07106781, -7.07106781
8.91006524, -4.53990500
9.87688341, -1.56434465
9.87688341, 1.56434465
8.91006524, 4.53990500
7.07106781, 7.07106781
4.53990500, 8.91006524
1.56434465, 9.87688341
-1.56434465, 9.87688341
-4.53990500, 8.91006524
-18.00000000, -18.00000000
18.00000000, -18.00000000
18.00000000, 24.00000000
-18.00000000, 24.00000000
-18.00000000, 3.00000000
-18.00000000, -7.50000000
18.00000000, 3.00000000
0.00000000, -18.00000000
5.80548640, 7.99056653
7.99056653, 5.80548640
18.00000000, -7.50000000
9.00000000, -18.00000000
18.00000000, -12.75000000
13.50000000, -18.00000000
18.00000000, -15.37500000
15.75000000, -18.00000000
14.62500000, -15.31250000
15.57142857, -16.49553571
16.32022858, -14.92640642
-2.39919623, 7.38396673
-9.74682142, 14.59561638
6.77784740, 14.55352265
14.75867587, -11.98474993
9.00000000, 24.00000000
18.00000000, 13.50000000
15.14174472, -13.66669774
-10.20277782, 16.35337150
7.55630347, 11.07778098
16.64549223, -13.44101295
11.84006493, -13.53406911
13.47297363, -14.04676554
13.09884026, -12.38165040
11.25000000, -18.00000000
12.85956422, -7.71183729
9.94656300, -10.20213292
13.41257806, -10.02453815
11.27380878, -11.65187008
11.67147712, -9.95538104
7.43640299, -13.83262471
10.49692068, -7.89703244
9.60414001, -13.18046497
-6.12427107, 4.44954339
18.00000000, -10.12500000
11.48781584, -5.37505050
8.50534992, -8.63978298
7.90962457, -11.47679372
9.14107364, -15.57005121
-6.07278789, 5.94987322
-7.99056653, 5.80548640
-7.37549493, 10.15149788
-18.00000000, 13.50000000
14.88966614, -10.45250198
14.57858417, -8.52325350
16.22043147, -7.78138001
18.00000000, -2.25000000
16.88044172, -6.18750000
18.00000000, -4.87500000
15.13218168, -3.56250000
14.57271430, -6.16548439
16.37949779, -4.62645663
16.63708173, -3.06136541
18.00000000, 0.37500000
15.31211346, -1.59266856
13.27871448, -2.40006383
12.60105762, -0.31982833
11.60554257, -6.87695971
12.96765478, -6.01462234
13.90457282, -4.66026249
7.99056653, -5.80548640
6.53787384, -8.99861135
5.43821142, -11.22605303
7.72928372, -9.95787352
10.52577015, -14.59872404
13.91640193, -1.04183657
15.51110464, 0.95520012
11.62547729, -1.78812746
10.52792233, -3.42072932
12.35733584, -3.87194809
9.97542932, -5.64736495
0.00000000, 8.95422885
-0.76363765, 7.50299581
-1.26076938, 3.03751730
-1.42661633, 5.31639221
-3.46736751, 5.61896628
1.46307645, 4.38121965
-2.65248461, 4.08170639
-4.40179060, 4.13903015
-5.97097773, 0.36716047
-3.50149310, 1.50058467
-5.59997997, 2.42516096
-0.17159150, 4.26225537
0.54207040, 5.74627801
-7.56577753, 2.99612646
-9.39347432, 3.05212482
-11.15694251, 4.44753502
-9.15332292, 9.52046369
-9.17674071, 7.63411056
-10.98173573, 2.85694664
-7.95175118, 13.49747891
-14.39120376, 3.45904675
-10.94011486, 8.91527687
-11.21031447, 6.68925771
-12.34252389, 2.01497017
-10.93940537, 11.85349445
-10.44177718, 10.38426541
-8.79530462, 11.76081393
-12.85779131, 10.38484881
-7.80264809, 8.55402625
-6.14071365, 8.45196724
-10.07876564, 5.59470145
-13.25264296, 5.51913631
-7.98191176, 17.67602934
5.67667714, 11.16616408
-7.35038153, 11.60462146
-18.00000000, 8.25000000
-12.75814213, 3.90116583
-6.26055293, 12.56611638
-13.12436359, 8.05099796
-16.26868836, 3.80409281
0.00000000, 24.00000000
-4.26617570, 14.32564404
-9.81599618, 12.99530538
-1.99498809, 19.21260927
-9.00000000, 24.00000000
-11.48624427, 17.63801666
-8.44544198, 15.89580176
-6.25753434, 14.57274516
-15.50688564, 9.50527883
-14.80957308, 5.03494122
-14.52109233, 6.85258413
-18.00000000, 5.62500000
-14.58379478, 8.33880007
-16.28275826, 7.94281090
-15.21148240, -0.77609314
-6.66928161, 16.37468049
-11.72792667, 13.75286519
-5.08420916, 19.28617286
-4.86385947, 15.97850170
-4.66267705, 17.65307920
-7.80282548, 20.76623987
-0.11245235, 16.76214858
-6.29934826, 18.06049981
-12.11437269, 15.72699758
-2.43444330, 15.92250199
-7.44382481, 19.19514025
-9.86979355, 19.46736574
-3.55003271, 18.81122308
-3.14448256, 17.30806752
-14.11250234, 12.80364325
-3.56117904, 21.49053141
-15.82794891, 15.78242821
-9.93936942, 17.90000522
-12.74064374, 12.21907484
-14.21163651, 14.29155745
-14.67259108, 11.42160965
-1.52174899, 17.62782168
-4.50000000, 24.00000000
-16.00737942, 13.42465423
-11.25000000, 24.00000000
-18.00000000, 10.87500000
-17.05189398, 12.18750000
-16.44545041, 10.75073548
-18.00000000, 16.12500000
-18.00000000, 18.75000000
-13.63087373, 15.69286229
-13.52332614, 17.72914324
-12.09222343, 19.18171049
-16.41354380, 19.02550946
-16.95754532, 14.68267790
-16.67995455, 17.43750000
-15.06811129, 17.22041663
-14.80336870, 19.01629582
-13.50000000, 24.00000000
-18.00000000, 21.37500000
-15.59548216, 21.28825256
-11.12479232, 20.44319242
-9.52256041, 21.20887067
-6.75000000, 24.00000000
-13.31225200, 21.11905366
-8.29318556, 22.42318686
-10.99384797, 22.22840954
-13.48198394, 19.65934224
-15.75000000, 24.00000000
-5.62500000, 22.14877847
-14.35798685, 22.49749514
-16.87500000, 22.68750000
-4.91833827, 20.79989317
-6.35460289, 20.27059665
3.05212482, 9.39347432
2.58995629, 6.13475741
4.14037731, 7.11809889
5.30393221, 3.56960332
4.27220568, 5.19631239
3.26557518, 3.41732901
6.23122570, 5.29826788
5.49321216, 6.56137501
7.21369795, 3.65820572
6.42799984, -0.03275999
9.39347432, 3.05212482
6.33760730, 1.91559080
4.40685761, 1.85897269
8.03560510, 1.01809611
1.21305233, 0.71704269
0.77193402, 2.58776092
8.12145556, -0.86832797
2.64035694, 1.76234769
-0.58334926, 1.28081567
9.87688341, -0.00000000
11.34957502, 0.78217233
13.39004592, 1.83780396
11.53888812, 2.91610985
5.96764456, -3.09962517
8.39936067, -2.72911772
3.61755141, -1.06906004
-2.01632625, 1.73719476
-2.26073287, -1.50809314
-1.75319054, 0.08553045
0.11036132, -1.38561314
6.68795444, -1.63976444
5.20848723, -1.05456037
4.98487396, 0.45096140
7.34932182, -4.00267676
5.46412399, -5.37853158
2.69135026, 0.19561502
1.87703633, -1.37225356
9.08751990, -7.03846637
1.00820601, -3.29736863
2.96349435, -2.46177896
4.37701552, -3.19777644
6.89706875, 9.31533487
9.31718292, 6.89706080
14.06651158, 0.47352661
18.00000000, 8.25000000
5.23492147, -7.20525126
3.46758875, -6.05576104
-0.99135483, -3.06973912
14.81420826, 2.27037870
16.48123901, 2.31148952
13.34672409, 3.89155222
10.54239080, 4.18619884
